-6627419 -45592561 0 107 18 Kaarel
-6627419 -45592561 0 107 18 Kaarel
-6627419 -45592561 0 107 18 Kaarel
-6627419 -45592561 0 107 18 Kaarel
-6627419 -45592561 0 107 18 Kaarel
-6627419 -45592560 0 107 18 Kaarel
-6627419 -45592560 0 107 18 Kaarel
-6627408 -45592560 0 107 18 Kaarel
-6627414 -45592561 0 107 18 Kaarel
-6655007 -45600587 6 107 18 Kaarel
-6778256 -45636393 15 107 18 Kaarel
-7000871 -45700507 23 107 18 Kaarel
-7322631 -45792037 32 107 18 Kaarel
-7744288 -45910731 40 106 18 Kaarel
-8265926 -46056996 49 107 18 Kaarel
-8872960 -46230706 55 107 18 Kaarel
-9546049 -46423904 60 107 18 Kaarel
-10286192 -46636009 66 107 18 Kaarel
-11088702 -46865754 72 107 18 Kaarel
-11949785 -47111806 77 107 18 Kaarel
-12869152 -47358439 81 105 18 Kaarel
-13827051 -47633458 84 108 18 Kaarel
-14829599 -47928792 89 107 18 Kaarel
-15877879 -48231239 92 106 18 Kaarel
-16959955 -48512831 90 104 18 Kaarel
-17937503 -48706462 79 93 18 Kaarel
-18875995 -48734215 77 88 18 Kaarel
-19789052 -48655124 75 79 18 Kaarel
-20684146 -48487571 77 76 18 Kaarel
-21542505 -48194390 74 64 18 Kaarel
-22293922 -47754639 70 48 18 Kaarel
-22936135 -47182154 72 44 18 Kaarel
-23445760 -46510167 68 22 18 Kaarel
-23764623 -45745009 69 12 18 Kaarel
-23892433 -44904981 72 1 18 Kaarel
-23942539 -44013911 76 4 18 Kaarel
-24028922 -43081932 78 9 18 Kaarel
-24238692 -42181005 76 17 18 Kaarel
-24460870 -41326348 69 19 18 Kaarel
-24798461 -40570077 70 30 18 Kaarel
-25291132 -39881915 71 47 18 Kaarel
-25945001 -39307436 73 60 18 Kaarel
-26737781 -38882257 76 71 18 Kaarel
-27611362 -38520881 80 66 18 Kaarel
-28441038 -38130722 70 63 18 Kaarel
-29078496 -37736058 54 51 18 Kaarel
-29494104 -37351864 40 40 18 Kaarel
-29711955 -36939238 37 15 18 Kaarel
-29731306 -36477852 39 352 18 Kaarel
-29624484 -35991458 43 353 18 Kaarel
-29499701 -35463147 47 348 18 Kaarel
-29351882 -34890146 51 350 18 Kaarel
-29208237 -34264696 55 352 18 Kaarel
-29071688 -33585853 59 352 18 Kaarel
-28925636 -32856519 63 352 18 Kaarel
-28759362 -32080525 69 352 18 Kaarel
-28586351 -31237523 74 352 18 Kaarel
-28401976 -30333657 79 352 18 Kaarel
-28205371 -29379260 82 352 18 Kaarel
-27997270 -28376711 87 352 18 Kaarel
-27779021 -27326617 91 352 18 Kaarel
-27572391 -26228795 94 355 18 Kaarel
-27378991 -25085452 98 353 18 Kaarel
-27165435 -23904468 101 353 18 Kaarel
-26921065 -22690763 104 351 18 Kaarel
-26651091 -21445503 107 351 18 Kaarel
-26373516 -20169636 109 351 18 Kaarel
-26085903 -18865633 112 350 18 Kaarel
-25752392 -17540803 114 345 18 Kaarel
-25313632 -16219609 116 340 18 Kaarel
-24718277 -14946364 117 327 18 Kaarel
-23988355 -13742126 117 323 18 Kaarel
-23081778 -12679959 116 309 18 Kaarel
-22040202 -11742975 117 315 18 Kaarel
-20939873 -10840129 119 307 18 Kaarel
-19775546 -9987354 121 310 18 Kaarel
-18588764 -9132114 122 307 18 Kaarel
-17383710 -8277093 123 311 18 Kaarel
-16218068 -7347733 124 313 18 Kaarel
-15149300 -6449339 107 314 18 Kaarel
-14275646 -5652511 89 318 18 Kaarel
-13597753 -4935992 78 326 18 Kaarel
-13072714 -4169003 78 331 18 Kaarel
-12603142 -3339722 80 341 18 Kaarel
-12293223 -2425595 80 358 18 Kaarel
-12221425 -1473971 80 11 18 Kaarel
-12343831 -500918 83 10 18 Kaarel
-12532421 506043 87 12 18 Kaarel
-12781252 1543645 90 14 18 Kaarel
-13054551 2618798 94 13 18 Kaarel
-13326679 3735785 97 13 18 Kaarel
-13605287 4890587 100 13 18 Kaarel
-13883449 6076136 100 13 18 Kaarel
-14135412 7155964 83 13 18 Kaarel
-14338038 8036038 66 12 18 Kaarel
-14426063 8774949 60 361 18 Kaarel
-14408555 9491291 60 362 18 Kaarel
-14443796 10231206 62 13 18 Kaarel
-14640987 10973344 65 16 18 Kaarel
-14777189 11758044 67 363 18 Kaarel
-14827077 12587522 70 5 18 Kaarel
-14906507 13456226 74 5 18 Kaarel
-14999174 14367161 78 5 18 Kaarel
-15097356 15320501 81 5 18 Kaarel
-15200557 16316299 85 5 18 Kaarel
-15299599 17354965 88 5 18 Kaarel
-15387794 18436245 92 4 18 Kaarel
-15469743 19558297 94 4 18 Kaarel
-15550943 20668408 87 4 18 Kaarel
-15618346 21613044 70 4 18 Kaarel
-15629821 22364996 56 357 18 Kaarel
-15506838 23024144 55 347 18 Kaarel
-15332609 23672372 56 349 18 Kaarel
-15137678 24320985 55 344 18 Kaarel
-14939221 24979532 58 354 18 Kaarel
-14818158 25696352 61 355 18 Kaarel
-14681739 26410066 59 348 18 Kaarel
-14491212 27090029 59 338 18 Kaarel
-14156335 27712474 60 324 18 Kaarel
-13689191 28290557 63 318 18 Kaarel
-13123649 28846011 68 318 18 Kaarel
-12523971 29447056 73 318 18 Kaarel
-11880305 30088346 78 318 18 Kaarel
-11188692 30768397 83 318 18 Kaarel
-10464310 31503033 88 319 18 Kaarel
-9695512 32272417 91 318 18 Kaarel
-8913411 33035029 88 317 18 Kaarel
-8183235 33728070 81 316 18 Kaarel
-7501323 34327401 74 311 18 Kaarel
-6785582 34830061 68 299 18 Kaarel
-6038777 35115341 65 279 18 Kaarel
-5252842 35192131 67 272 18 Kaarel
